Name,Destination,Category,Time Spent,Group
Dazzling Glacier,Nightlife,3.4,group235
Legendary Museum,Nightlife,4.6,group235
Spectacular Lake,Nightlife,3.0,group235
Legendary Beach,Architecture,4.1,group236
Glorious Valley,Culture,2.4,group236
Relaxing Mountain,Culture,9.0,group236
Charming Valley,Adventure,4.4,group237
Relaxing Museum,Adventure,6.8,group237
Stunning Park,Adventure,5.3,group237
Dazzling Park,Food and Drink,3.5,group237
Legendary Beach,Architecture,4.1,group238
Tranquil Mountain,Food and Drink,7.6,group238
Thrilling Forest,History,3.1,group238
Enchanting Gorge,History,4.5,group238
Enchanting Mountain,History,4.7,group239
Unforgettable Desert,Religious Sites,8.5,group239
Enchanting Mountain,History,4.7,group240
Magnificent Museum,History,1.0,group240
Sunny Volcano,Nature,6.6,group240
Dazzling Hill,Shopping,7.4,group240
Captivating Jungle,Nature,1.6,group241
Regal Hill,History,7.6,group241
Incredible Island,Culture,3.1,group242
Spectacular Island,Nightlife,6.6,group242
Sunny Forest,Beaches,2.0,group243
Thrilling City,Nature,2.4,group243
Peaceful Plateau,Culture,6.1,group243
Exotic Park,Beaches,1.6,group243
Legendary Beach,Architecture,4.1,group244
Tranquil Mountain,Food and Drink,7.6,group244
Legendary Beach,Architecture,4.1,group245
Glorious Valley,Culture,2.4,group245
Tranquil Mountain,Food and Drink,7.6,group245
Dazzling Glacier,Nightlife,3.4,group246
Legendary Museum,Nightlife,4.6,group246
Incredible Island,Culture,3.1,group247
Fascinating Park,Religious Sites,3.6,group247
Spectacular Beach,Culture,7.2,group247
Mysterious Forest,Entertainment,1.9,group247
Spectacular Mountain,Religious Sites,5.1,group247
Unforgettable Gorge,History,9.4,group247
Sunny Forest,Beaches,2.0,group248
Peaceful Plateau,Culture,6.1,group248
Exotic Park,Beaches,1.6,group248
Fascinating Desert,Culture,9.4,group248
Unforgettable Canyon,Culture,7.3,group248
Enchanting Mountain,History,4.7,group249
Magnificent Museum,History,1.0,group249
Spectacular Meadow,History,5.7,group249
Sunny Island,Arts,10.8,group250
Exotic Meadow,Arts,9.0,group250
Sunny Forest,Beaches,2.0,group251
Stunning Desert,Architecture,5.7,group251
Exotic Sea,Arts,7.0,group251
Charming Valley,Adventure,4.4,group252
Relaxing Museum,Adventure,6.8,group252
Stunning Park,Adventure,5.3,group252
Picturesque River,Outdoors,5.6,group253
Charming Island,History,7.3,group253
Sunny Island,Arts,10.8,group254
Exotic Meadow,Arts,9.0,group254
Sunny Forest,Beaches,2.0,group255
Adventurous River,Food and Drink,8.8,group255
Exotic Park,Beaches,1.6,group255
Magnificent Park,Food and Drink,4.3,group255
Picturesque River,Outdoors,5.6,group256
Sunny Park,Religious Sites,10.1,group256
Glorious Hill,Religious Sites,3.3,group256
Glorious Island,Religious Sites,3.3,group256
Sunny Forest,Beaches,2.0,group257
Adventurous River,Food and Drink,8.8,group257
Charming Valley,Adventure,4.4,group258
Relaxing Museum,Adventure,6.8,group258
Sunny Island,Arts,10.8,group259
Legendary Beach,Architecture,4.1,group260
Adventurous City,Arts,4.0,group260
Thrilling Valley,Religious Sites,1.9,group260
Glorious Mountain,Religious Sites,8.3,group260
Stunning Volcano,Shopping,10.2,group260
Charming Valley,Adventure,4.4,group261
Relaxing Museum,Adventure,6.8,group261
Stunning Park,Adventure,5.3,group261
Exotic City,Outdoors,5.1,group261
Charming Valley,Adventure,4.4,group262
Relaxing Museum,Adventure,6.8,group262
Stunning Park,Adventure,5.3,group262
Charming Gorge,Nightlife,5.0,group262
Sunny Island,Arts,10.8,group262
Sunny Forest,Beaches,2.0,group263
Thrilling City,Nature,2.4,group263
Exotic Sea,Arts,7.0,group263
Charming Valley,Adventure,4.4,group264
Charming Valley,Adventure,4.4,group265
Stunning Sea,Food and Drink,8.5,group266
Regal Waterfall,Outdoors,3.9,group266
Peaceful Museum,Nightlife,2.9,group266
Serene City,Nightlife,7.2,group266
Sunny Island,Arts,10.8,group267
Exotic Meadow,Arts,9.0,group267
Sunny Forest,Beaches,2.0,group268
Sunny Sea,Outdoors,7.1,group268
Picturesque River,Outdoors,5.6,group269
Picturesque River,Outdoors,5.6,group270
Majestic Waterfall,Beaches,10.1,group270
Incredible Island,Culture,3.1,group271
Spectacular Beach,Culture,7.2,group271
Unforgettable Gorge,History,9.4,group271
Charming Valley,Adventure,4.4,group272
Relaxing Museum,Adventure,6.8,group272
Stunning Park,Adventure,5.3,group272
Legendary Beach,Architecture,4.1,group273
Sunny Island,Arts,10.8,group274
Sunny Island,Arts,10.8,group275
Sunny Island,Arts,10.8,group276
Exotic Meadow,Arts,9.0,group276
Legendary Beach,Architecture,4.1,group277
Thrilling Valley,Religious Sites,1.9,group277
Glorious Mountain,Religious Sites,8.3,group277
Stunning Volcano,Shopping,10.2,group277
Charming Valley,Adventure,4.4,group278
Relaxing Museum,Adventure,6.8,group278
Stunning Park,Adventure,5.3,group278
Captivating Plateau,Religious Sites,10.2,group278
Enchanting Rainforest,Entertainment,7.4,group279
Enchanting Rainforest,Entertainment,7.4,group280
Sunny Forest,Beaches,2.0,group281
Legendary Beach,Architecture,4.1,group282
Glorious Valley,Culture,2.4,group282
Tranquil Mountain,Food and Drink,7.6,group282
Thrilling Forest,History,3.1,group282
Relaxing Mountain,Culture,9.0,group282
Sunny Island,Arts,10.8,group283
Exotic Meadow,Arts,9.0,group283
Sunny Forest,Beaches,2.0,group284
Dazzling Glacier,Nightlife,3.4,group285
Radiant Park,Entertainment,6.6,group285
Captivating Gorge,Entertainment,3.7,group285
Captivating Lake,Adventure,6.8,group285
Sunny Forest,Beaches,2.0,group286
Peaceful Beach,Entertainment,1.1,group286
Charming Valley,Adventure,4.4,group287
Relaxing Museum,Adventure,6.8,group287
Stunning Park,Adventure,5.3,group287
Captivating Plateau,Religious Sites,10.2,group287
Charming Valley,Adventure,4.4,group288
Relaxing Museum,Adventure,6.8,group288
Stunning Park,Adventure,5.3,group288
Sunny Forest,Beaches,2.0,group289
Sunny Sea,Outdoors,7.1,group289
Peaceful Plateau,Culture,6.1,group289
Exotic Park,Beaches,1.6,group289
Fascinating Desert,Culture,9.4,group289
Charming Valley,Adventure,4.4,group290
Relaxing Museum,Adventure,6.8,group290
Dazzling Glacier,Nightlife,3.4,group291
Radiant Mountain,Architecture,2.1,group291
Legendary Rainforest,Nature,3.1,group291
Enchanting Lake,Religious Sites,6.0,group291
Peaceful River,Religious Sites,3.5,group291
Spectacular Mountain,Religious Sites,5.1,group291
Enchanting Rainforest,Entertainment,7.4,group292
Picturesque Beach,Beaches,7.1,group292
Unforgettable Lake,History,1.6,group292
Dazzling Plateau,Culture,10.5,group292
Sunny Forest,Beaches,2.0,group293
Thrilling City,Nature,2.4,group293
Adventurous River,Food and Drink,8.8,group293
Legendary Beach,Architecture,4.1,group294
Glorious Valley,Culture,2.4,group294
Relaxing Mountain,Culture,9.0,group294
Thrilling Plateau,Culture,3.3,group294
Tranquil Plateau,Architecture,1.3,group294
Mysterious Volcano,Outdoors,10.7,group294
Legendary Beach,Architecture,4.1,group295
Stunning Volcano,Shopping,10.2,group295
Sunny Forest,Beaches,2.0,group296
Thrilling City,Nature,2.4,group296
Exotic Park,Beaches,1.6,group296
Tranquil Peak,Nature,8.8,group296
Dazzling Glacier,Nightlife,3.4,group297
Captivating Lake,Adventure,6.8,group297
Sunny Island,Arts,10.8,group298
Dazzling Park,Food and Drink,3.5,group298
Exotic Meadow,Arts,9.0,group298
Enchanting Mountain,History,4.7,group299
Magnificent Museum,History,1.0,group299
Dazzling Hill,Shopping,7.4,group299
Incredible Island,Culture,3.1,group300
Spectacular Beach,Culture,7.2,group300
Sunny Forest,Beaches,2.0,group301
Thrilling City,Nature,2.4,group301
Stunning Desert,Architecture,5.7,group301
Fascinating Museum,Architecture,9.7,group301
Peaceful Plateau,Culture,6.1,group301
Sunny Forest,Beaches,2.0,group302
Peaceful Beach,Entertainment,1.1,group302
Adventurous River,Food and Drink,8.8,group302
Picturesque Desert,Entertainment,8.4,group302
Legendary Beach,Architecture,4.1,group303
Enchanting Rainforest,Entertainment,7.4,group304
Adventurous Jungle,Entertainment,5.9,group304
Picturesque Desert,Entertainment,8.4,group304
Incredible Island,Culture,3.1,group305
Spectacular Beach,Culture,7.2,group305
Magnificent Island,Food and Drink,10.1,group305
Unforgettable Gorge,History,9.4,group305
Sunny Forest,Beaches,2.0,group306
Peaceful Beach,Entertainment,1.1,group306
Picturesque Desert,Entertainment,8.4,group306
Exotic Park,Beaches,1.6,group306
Picturesque Gorge,Entertainment,9.4,group306
Sunny Island,Arts,10.8,group307
Dazzling Park,Food and Drink,3.5,group307
Sunny Park,Religious Sites,10.1,group307
Sunny Island,Arts,10.8,group308
Exotic Meadow,Arts,9.0,group308
Captivating Jungle,Nature,1.6,group309
Adventurous Museum,Outdoors,1.7,group309
Regal Hill,History,7.6,group309
Peaceful Mountain,Outdoors,3.0,group309
Adventurous Plateau,Entertainment,10.1,group309
Incredible Island,Culture,3.1,group310
Spectacular Beach,Culture,7.2,group310
Sunny Forest,Beaches,2.0,group311
Thrilling City,Nature,2.4,group311
Peaceful Beach,Entertainment,1.1,group311
Adventurous River,Food and Drink,8.8,group311
Picturesque Desert,Entertainment,8.4,group311
Legendary Beach,Architecture,4.1,group312
Thrilling Valley,Religious Sites,1.9,group312
Glorious Mountain,Religious Sites,8.3,group312
Enchanting Mountain,History,4.7,group313
Magnificent Museum,History,1.0,group313
Sunny Volcano,Nature,6.6,group313
Legendary Beach,Architecture,4.1,group314
Glorious Valley,Culture,2.4,group314
Relaxing Mountain,Culture,9.0,group314
Thrilling Plateau,Culture,3.3,group314
Charming Valley,Adventure,4.4,group315
Relaxing Museum,Adventure,6.8,group315
Incredible Island,Culture,3.1,group316
Spectacular Beach,Culture,7.2,group316
Radiant Museum,Shopping,1.4,group317
Fascinating Rainforest,Food and Drink,10.6,group317
Thrilling Peak,Religious Sites,2.0,group318
Exotic Peak,Culture,8.4,group318
Radiant Ocean,Culture,8.6,group318
Stunning Sea,Food and Drink,8.5,group319
Sunny Forest,Beaches,2.0,group320
Peaceful Beach,Entertainment,1.1,group320
Picturesque Desert,Entertainment,8.4,group320
Exotic Park,Beaches,1.6,group320
Picturesque Gorge,Entertainment,9.4,group320
Charming Valley,Adventure,4.4,group321
Relaxing Museum,Adventure,6.8,group321
Stunning Park,Adventure,5.3,group321
Sunny Island,Arts,10.8,group322
Sunny Island,Arts,10.8,group323
Exotic Meadow,Arts,9.0,group323
Legendary Beach,Architecture,4.1,group324
Tranquil Plateau,Architecture,1.3,group324
Majestic Island,Architecture,8.5,group324
Magnificent Hill,Architecture,6.5,group324
Enchanting Rainforest,Entertainment,7.4,group325
Charming Meadow,Arts,4.2,group325
Unforgettable Lake,History,1.6,group325
Dazzling Glacier,Nightlife,3.4,group326
Dazzling River,Outdoors,5.4,group326
Legendary Museum,Nightlife,4.6,group326
Enchanting Rainforest,Entertainment,7.4,group327
Mysterious Glacier,Nightlife,6.8,group327
Enchanting Museum,Outdoors,8.2,group327
Charming Valley,Adventure,4.4,group328
Relaxing Museum,Adventure,6.8,group328
Sunny Forest,Beaches,2.0,group329
Thrilling City,Nature,2.4,group329
Peaceful Beach,Entertainment,1.1,group329
Adventurous River,Food and Drink,8.8,group329
Stunning Desert,Architecture,5.7,group329
Incredible Island,Culture,3.1,group330
Thrilling Museum,Nature,5.3,group330
Legendary Beach,Architecture,4.1,group331
Tranquil Plateau,Architecture,1.3,group331
Majestic Island,Architecture,8.5,group331
Magnificent Hill,Architecture,6.5,group331
Charming Valley,Adventure,4.4,group332
Relaxing Museum,Adventure,6.8,group332
Stunning Park,Adventure,5.3,group332
Charming Valley,Adventure,4.4,group333
Relaxing Museum,Adventure,6.8,group333
Stunning Park,Adventure,5.3,group333
Charming Gorge,Nightlife,5.0,group333
Sunny Island,Arts,10.8,group334
Stunning Sea,Food and Drink,8.5,group335
Stunning Sea,Food and Drink,8.5,group336
Charming Park,Nature,5.4,group336
Incredible Volcano,Religious Sites,5.1,group336
Stunning Sea,Food and Drink,8.5,group337
Radiant Museum,Shopping,1.4,group338
Glorious Park,Outdoors,7.7,group338
Fascinating Rainforest,Food and Drink,10.6,group338
Charming Valley,Adventure,4.4,group339
Relaxing Museum,Adventure,6.8,group339
Stunning Park,Adventure,5.3,group339
Captivating Plateau,Religious Sites,10.2,group339
Legendary Beach,Architecture,4.1,group340
Tranquil Mountain,Food and Drink,7.6,group340
Enchanting Rainforest,Entertainment,7.4,group341
Enchanting Rainforest,Entertainment,7.4,group342
Unforgettable Lake,History,1.6,group342
Regal Glacier,History,4.4,group342
Picturesque Rainforest,History,1.3,group342
Spectacular Meadow,History,5.7,group342
Unforgettable Sea,History,7.0,group342
Incredible Island,Culture,3.1,group343
Spectacular Beach,Culture,7.2,group343
Fascinating Desert,Culture,9.4,group343
Peaceful Plateau,Culture,6.1,group343
Charming Valley,Adventure,4.4,group344
Sunny Island,Arts,10.8,group345
Sunny Park,Religious Sites,10.1,group345
Exotic Meadow,Arts,9.0,group345
Enchanting Rainforest,Entertainment,7.4,group346
Picturesque Beach,Beaches,7.1,group346
Charming Mountain,Architecture,4.8,group346
Legendary Beach,Architecture,4.1,group347
Tranquil Plateau,Architecture,1.3,group347
Majestic Island,Architecture,8.5,group347
Charming Valley,Adventure,4.4,group348
Relaxing Museum,Adventure,6.8,group348
Stunning Park,Adventure,5.3,group348
Charming Gorge,Nightlife,5.0,group348
Legendary Beach,Architecture,4.1,group349
Tranquil Mountain,Food and Drink,7.6,group349
Tranquil Plateau,Architecture,1.3,group349
Majestic Island,Architecture,8.5,group349
Sunny Island,Arts,10.8,group350
Exotic Meadow,Arts,9.0,group350
Sunny Forest,Beaches,2.0,group351
Thrilling City,Nature,2.4,group351
Enchanting Mountain,History,4.7,group352
Sunny Island,Arts,10.8,group353
Exotic Meadow,Arts,9.0,group353
Enchanting Mountain,History,4.7,group354
Thrilling Peak,Religious Sites,2.0,group355
Exotic Peak,Culture,8.4,group355
Radiant Ocean,Culture,8.6,group355
Magnificent Lake,Religious Sites,7.5,group355
Enchanting Mountain,History,4.7,group356
Unforgettable Desert,Religious Sites,8.5,group356
Magnificent Museum,History,1.0,group356
Peaceful Rainforest,Religious Sites,4.0,group356
Spectacular Meadow,History,5.7,group356
Radiant Museum,Shopping,1.4,group357
Unforgettable Glacier,Religious Sites,9.8,group357
Stunning Sea,Food and Drink,8.5,group358
Majestic Beach,Shopping,1.5,group358
Picturesque Volcano,Shopping,8.1,group358
Tranquil Rainforest,Architecture,3.1,group358
Peaceful Museum,Nightlife,2.9,group358
Captivating Jungle,Nature,1.6,group359
Adventurous Museum,Outdoors,1.7,group359
Thrilling Peak,Religious Sites,2.0,group360
Exotic Peak,Culture,8.4,group360
Radiant Ocean,Culture,8.6,group360
Captivating Jungle,Nature,1.6,group361
Regal Rainforest,Beaches,2.9,group361
Spectacular Gorge,Architecture,4.7,group361
Unforgettable Volcano,Nature,2.1,group361
Radiant River,Architecture,3.5,group361
Charming Valley,Adventure,4.4,group362
Relaxing Museum,Adventure,6.8,group362
Captivating Jungle,Nature,1.6,group363
Unforgettable Volcano,Nature,2.1,group363
Majestic City,Nature,10.4,group363
Regal Island,Nature,7.8,group363
Charming Valley,Adventure,4.4,group364
Relaxing Museum,Adventure,6.8,group364
Incredible Island,Culture,3.1,group365
Spectacular Island,Nightlife,6.6,group365
Sunny Forest,Beaches,2.0,group366
Stunning Desert,Architecture,5.7,group366
Fascinating Museum,Architecture,9.7,group366
Dazzling Glacier,Nightlife,3.4,group367
Radiant Park,Entertainment,6.6,group367
Captivating Gorge,Entertainment,3.7,group367
Enchanting Island,Entertainment,7.3,group367
Incredible Island,Culture,3.1,group368
Spectacular Island,Nightlife,6.6,group368
Legendary Meadow,Architecture,7.0,group368
Dazzling Glacier,Nightlife,3.4,group369
Captivating Lake,Adventure,6.8,group369
Radiant Mountain,Architecture,2.1,group369
Dazzling River,Outdoors,5.4,group369
Regal Forest,Beaches,8.1,group369
Sunny Island,Arts,10.8,group370
Enchanting Rainforest,Entertainment,7.4,group371
Picturesque Beach,Beaches,7.1,group371
Charming Meadow,Arts,4.2,group371
Charming Mountain,Architecture,4.8,group371
Legendary Beach,Architecture,4.1,group372
Tranquil Mountain,Food and Drink,7.6,group372
Tranquil Plateau,Architecture,1.3,group372
Majestic Island,Architecture,8.5,group372
Picturesque River,Outdoors,5.6,group373
Charming Island,History,7.3,group373
Regal River,History,4.2,group373
Relaxing Sea,Culture,4.7,group373
Stunning Sea,Food and Drink,8.5,group374
Legendary Beach,Architecture,4.1,group375
Thrilling Forest,History,3.1,group375
Adventurous City,Arts,4.0,group375
Enchanting Gorge,History,4.5,group375
Enchanting Rainforest,Entertainment,7.4,group376
Charming Valley,Adventure,4.4,group377
Relaxing Museum,Adventure,6.8,group377
Enchanting Mountain,History,4.7,group378
Unforgettable Desert,Religious Sites,8.5,group378
Magnificent Museum,History,1.0,group378
Dazzling Hill,Shopping,7.4,group378
Picturesque River,Outdoors,5.6,group379
Relaxing Sea,Culture,4.7,group379
Spectacular Glacier,Shopping,3.1,group379
Sunny Park,Religious Sites,10.1,group379
Incredible Island,Culture,3.1,group380
Dazzling Glacier,Nightlife,3.4,group381
Radiant Park,Entertainment,6.6,group381
Dazzling Glacier,Nightlife,3.4,group382
Legendary Museum,Nightlife,4.6,group382
Stunning Sea,Food and Drink,8.5,group383
Incredible Island,Culture,3.1,group384
Spectacular Beach,Culture,7.2,group384
Mysterious Forest,Entertainment,1.9,group384
Legendary Beach,Architecture,4.1,group385
Thrilling Forest,History,3.1,group385
Enchanting Gorge,History,4.5,group385
Glorious Sea,Beaches,8.1,group385
Charming Valley,Adventure,4.4,group386
Relaxing Museum,Adventure,6.8,group386
Stunning Park,Adventure,5.3,group386
Charming Gorge,Nightlife,5.0,group386
Enchanting Plateau,Nightlife,4.3,group386
Sunny Forest,Beaches,2.0,group387
Thrilling City,Nature,2.4,group387
Adventurous River,Food and Drink,8.8,group387
Stunning Desert,Architecture,5.7,group387
Fascinating Museum,Architecture,9.7,group387
Enchanting Rainforest,Entertainment,7.4,group388
Charming Meadow,Arts,4.2,group388
Charming Mountain,Architecture,4.8,group388
Sunny Island,Arts,10.8,group389
Sunny Park,Religious Sites,10.1,group389
Charming Valley,Adventure,4.4,group390
Relaxing Museum,Adventure,6.8,group390
Charming Valley,Adventure,4.4,group391
Relaxing Museum,Adventure,6.8,group391
Stunning Park,Adventure,5.3,group391
Sunny Forest,Beaches,2.0,group392
Stunning Glacier,Religious Sites,4.7,group392
Legendary Beach,Architecture,4.1,group393
Adventurous City,Arts,4.0,group393
Tranquil Plateau,Architecture,1.3,group393
Majestic Island,Architecture,8.5,group393
Picturesque River,Outdoors,5.6,group394
Enchanting Rock,Nightlife,4.7,group394
Charming Valley,Adventure,4.4,group395
Charming Valley,Adventure,4.4,group396
Relaxing Museum,Adventure,6.8,group396
Enchanting Rainforest,Entertainment,7.4,group397
Dazzling Glacier,Nightlife,3.4,group398
Radiant Park,Entertainment,6.6,group398
Captivating Gorge,Entertainment,3.7,group398
Enchanting Island,Entertainment,7.3,group398
Enchanting Canyon,Food and Drink,10.2,group398
Charming Valley,Adventure,4.4,group399
Relaxing Museum,Adventure,6.8,group399
Stunning Park,Adventure,5.3,group399
Majestic Sea,Shopping,10.8,group399
Enchanting Rainforest,Entertainment,7.4,group400
Relaxing Gorge,Shopping,8.1,group400
Dazzling Hill,Shopping,7.4,group400
Legendary Beach,Architecture,4.1,group401
Tranquil Mountain,Food and Drink,7.6,group401
Sunny Forest,Beaches,2.0,group402
Captivating Jungle,Nature,1.6,group403
Spectacular Jungle,Food and Drink,3.7,group403
Mysterious Plateau,Food and Drink,2.3,group403
Adventurous Plateau,Entertainment,10.1,group403
Unforgettable Volcano,Nature,2.1,group403
Stunning Sea,Food and Drink,8.5,group404
Majestic Beach,Shopping,1.5,group404
Regal Waterfall,Outdoors,3.9,group404
Picturesque Volcano,Shopping,8.1,group404
Legendary Beach,Architecture,4.1,group405
Radiant Museum,Shopping,1.4,group406
Dazzling Hill,Shopping,7.4,group406
Dazzling Museum,Shopping,1.1,group406
Glorious Jungle,Shopping,10.1,group406
Sunny City,Shopping,2.1,group406
Sunny Island,Arts,10.8,group407
Exotic Meadow,Arts,9.0,group407
Spectacular River,Arts,5.2,group407
Thrilling Peak,Religious Sites,2.0,group408
Magnificent Lake,Religious Sites,7.5,group408
Exotic Forest,Nature,5.2,group408
Incredible Island,Culture,3.1,group409
Spectacular Beach,Culture,7.2,group409
Fascinating Desert,Culture,9.4,group409
Peaceful Plateau,Culture,6.1,group409
Legendary Beach,Architecture,4.1,group410
Adventurous City,Arts,4.0,group410
Tranquil Plateau,Architecture,1.3,group410
Mysterious Volcano,Outdoors,10.7,group410
Majestic Island,Architecture,8.5,group410
Legendary Beach,Architecture,4.1,group411
Tranquil Mountain,Food and Drink,7.6,group411
Legendary Beach,Architecture,4.1,group412
Tranquil Mountain,Food and Drink,7.6,group412
Thrilling Forest,History,3.1,group412
Enchanting Gorge,History,4.5,group412
Peaceful Glacier,History,9.3,group412
Sunny Island,Arts,10.8,group413
Legendary Beach,Architecture,4.1,group414
Tranquil Plateau,Architecture,1.3,group414
Majestic Island,Architecture,8.5,group414
Magnificent Hill,Architecture,6.5,group414
Serene Beach,Architecture,10.2,group414
Enchanting Rainforest,Entertainment,7.4,group415
Incredible Island,Culture,3.1,group416
Thrilling Museum,Nature,5.3,group416
Spectacular Beach,Culture,7.2,group416
Sunny Forest,Beaches,2.0,group417
Peaceful Plateau,Culture,6.1,group417
Exotic Park,Beaches,1.6,group417
Fascinating Desert,Culture,9.4,group417
Unforgettable Canyon,Culture,7.3,group417
Enchanting Rainforest,Entertainment,7.4,group418
Adventurous Jungle,Entertainment,5.9,group418
Picturesque Desert,Entertainment,8.4,group418
Radiant Park,Entertainment,6.6,group418
Stunning Sea,Food and Drink,8.5,group419
Majestic Beach,Shopping,1.5,group419
Regal Waterfall,Outdoors,3.9,group419
Picturesque River,Outdoors,5.6,group420
Enchanting Rock,Nightlife,4.7,group420
Charming Valley,Adventure,4.4,group421
Relaxing Museum,Adventure,6.8,group421
Sunny Forest,Beaches,2.0,group422
Sunny Sea,Outdoors,7.1,group422
Incredible Island,Culture,3.1,group423
Fascinating Park,Religious Sites,3.6,group423
Thrilling Museum,Nature,5.3,group423
Spectacular Beach,Culture,7.2,group423
Magnificent Island,Food and Drink,10.1,group423
Charming Valley,Adventure,4.4,group424
Legendary Beach,Architecture,4.1,group425
Glorious Valley,Culture,2.4,group425
Relaxing Mountain,Culture,9.0,group425
Legendary Beach,Architecture,4.1,group426
Captivating Jungle,Nature,1.6,group427
Regal Rainforest,Beaches,2.9,group427
Adventurous Plateau,Entertainment,10.1,group427
Sunny Forest,Beaches,2.0,group428
Peaceful Beach,Entertainment,1.1,group428
Picturesque Desert,Entertainment,8.4,group428
Sunny Sea,Outdoors,7.1,group428
Sunny Forest,Beaches,2.0,group429
Adventurous River,Food and Drink,8.8,group429
Sunny Island,Arts,10.8,group430
Sunny Park,Religious Sites,10.1,group430
Charming Valley,Adventure,4.4,group431
Relaxing Museum,Adventure,6.8,group431
Stunning Park,Adventure,5.3,group431
Charming Gorge,Nightlife,5.0,group431
Captivating Plateau,Religious Sites,10.2,group431
Enchanting Rainforest,Entertainment,7.4,group432
Charming Valley,Adventure,4.4,group433
Relaxing Museum,Adventure,6.8,group433
Legendary Beach,Architecture,4.1,group434
Glorious Valley,Culture,2.4,group434
Tranquil Mountain,Food and Drink,7.6,group434
Thrilling Forest,History,3.1,group434
Relaxing Mountain,Culture,9.0,group434
Legendary Beach,Architecture,4.1,group435
Thrilling Forest,History,3.1,group435
Dazzling Glacier,Nightlife,3.4,group436
Dazzling River,Outdoors,5.4,group436
Legendary Museum,Nightlife,4.6,group436
Spectacular Lake,Nightlife,3.0,group436
Dazzling Rock,Shopping,9.3,group436
Enchanting Mountain,History,4.7,group437
Magnificent Museum,History,1.0,group437
Sunny Volcano,Nature,6.6,group437
Picturesque River,Outdoors,5.6,group438
Majestic Waterfall,Beaches,10.1,group438
Enchanting Rock,Nightlife,4.7,group438
Picturesque River,Outdoors,5.6,group439
Enchanting Rock,Nightlife,4.7,group439
Charming Island,History,7.3,group439
Regal River,History,4.2,group439
Charming Valley,Adventure,4.4,group440
Legendary Beach,Architecture,4.1,group441
Tranquil Plateau,Architecture,1.3,group441
Majestic Island,Architecture,8.5,group441
Magnificent Hill,Architecture,6.5,group441
Thrilling Peak,Religious Sites,2.0,group442
Stunning Sea,Food and Drink,8.5,group443
Majestic Beach,Shopping,1.5,group443
Sunny Island,Arts,10.8,group444
Enchanting Mountain,History,4.7,group445
Magnificent Museum,History,1.0,group445
Spectacular Meadow,History,5.7,group445
Regal Glacier,History,4.4,group445
Picturesque Rainforest,History,1.3,group445
Enchanting Glacier,History,2.2,group445
Stunning Rainforest,History,4.1,group445
Charming Valley,Adventure,4.4,group446
Relaxing Museum,Adventure,6.8,group446
Stunning Park,Adventure,5.3,group446
Charming Gorge,Nightlife,5.0,group446
Legendary Beach,Architecture,4.1,group447
Tranquil Mountain,Food and Drink,7.6,group447
Sunny Island,Arts,10.8,group448
Exotic Meadow,Arts,9.0,group448
Legendary Beach,Architecture,4.1,group449
Glorious Valley,Culture,2.4,group449
Relaxing Mountain,Culture,9.0,group449
Adventurous City,Arts,4.0,group449
Thrilling Valley,Religious Sites,1.9,group449
Glorious Mountain,Religious Sites,8.3,group449
Dazzling Glacier,Nightlife,3.4,group450
Radiant Park,Entertainment,6.6,group450
Captivating Gorge,Entertainment,3.7,group450
Captivating Lake,Adventure,6.8,group450
Sunny Island,Arts,10.8,group451
Dazzling Park,Food and Drink,3.5,group451
Sunny Park,Religious Sites,10.1,group451
Incredible Island,Culture,3.1,group452
Fascinating Park,Religious Sites,3.6,group452
Captivating Island,Adventure,10.2,group452
Spectacular Beach,Culture,7.2,group452
Incredible Island,Culture,3.1,group453
Sunny Island,Arts,10.8,group454
Legendary Beach,Architecture,4.1,group455
Thrilling Valley,Religious Sites,1.9,group455
Glorious Mountain,Religious Sites,8.3,group455
Glorious Sea,Beaches,8.1,group455
Charming Valley,Adventure,4.4,group456
Relaxing Museum,Adventure,6.8,group456
Stunning Park,Adventure,5.3,group456
Serene Hill,Adventure,6.5,group456
Sunny Island,Arts,10.8,group457
Charming Valley,Adventure,4.4,group458
Relaxing Museum,Adventure,6.8,group458
Dazzling Glacier,Nightlife,3.4,group459
Radiant Mountain,Architecture,2.1,group459
Enchanting Canyon,Food and Drink,10.2,group459
Charming Valley,Adventure,4.4,group460
Relaxing Museum,Adventure,6.8,group460
Stunning Park,Adventure,5.3,group460
Charming Gorge,Nightlife,5.0,group460
Captivating Plateau,Religious Sites,10.2,group460
Dazzling Glacier,Nightlife,3.4,group461
Legendary Museum,Nightlife,4.6,group461
Spectacular Lake,Nightlife,3.0,group461
Charming Gorge,Nightlife,5.0,group461
Enchanting Rock,Nightlife,4.7,group461
Enchanting Peak,Nightlife,9.5,group461
Charming Valley,Adventure,4.4,group462
Relaxing Museum,Adventure,6.8,group462
Stunning Park,Adventure,5.3,group462
Dazzling Park,Food and Drink,3.5,group462
Sunny Island,Arts,10.8,group462
Sunny Forest,Beaches,2.0,group463
Thrilling City,Nature,2.4,group463
Adventurous River,Food and Drink,8.8,group463
Exotic Park,Beaches,1.6,group463
Magnificent Park,Food and Drink,4.3,group463
Serene Mountain,Food and Drink,10.4,group463
Enchanting Mountain,History,4.7,group464
Magnificent Museum,History,1.0,group464
Dazzling Hill,Shopping,7.4,group464
Spectacular Waterfall,Entertainment,3.1,group464
Regal Lake,Entertainment,9.1,group464
Charming Valley,Adventure,4.4,group465
